slide,index,left_orig,top_orig,width_orig,height_orig,text_orig,left_mod,top_mod,width_mod,height_mod,text_mod,delta_left,delta_top,delta_width,delta_height
6,29,3364992,1609344,2560320,329184,Construction Expertise,4814316,1609344,2560320,329184,Construction Expertise,1449324,0,0,0
6,30,3383280,2331720,64008,64008,,6062472,2331720,64008,64008,,2679192,0,0,0
6,31,3520440,2057400,2395728,749808,Cellular tower construction — all equipment,4896612,2057400,2395728,749808,Cellular tower construction — all equipment,1376172,0,0,0
6,32,3383280,3081528,64008,64008,,6062472,3081528,64008,64008,,2679192,0,0,0
6,33,3520440,2807208,2395728,749808,"Rooftop, in-building, ground-based sites",4896612,2807208,2395728,749808,"Rooftop, in-building, ground-based sites",1376172,0,0,0
6,34,3383280,3831336,64008,64008,,6062472,3831336,64008,64008,,2679192,0,0,0
6,35,3520440,3557016,2395728,749808,Complete electrical circuit distribution,4896612,3557016,2395728,749808,Complete electrical circuit distribution,1376172,0,0,0
6,36,3383280,4581144,64008,64008,,6062472,4581144,64008,64008,,2679192,0,0,0
6,37,3520440,4306824,2395728,749808,Greenfield sites in all terrains and soils,4896612,4306824,2395728,749808,Greenfield sites in all terrains and soils,1376172,0,0,0
6,38,3383280,5330952,64008,64008,,6062472,5330952,64008,64008,,2679192,0,0,0
6,39,3520440,5056632,2395728,749808,"Tower unloading, assembly and erection",4896612,5056632,2395728,749808,"Tower unloading, assembly and erection",1376172,0,0,0
6,40,3383280,6080760,64008,64008,,6062472,6080760,64008,64008,,2679192,0,0,0
6,41,3520440,5806440,2395728,749808,Scheduled maintenance and emergency repair,4896612,5806440,2395728,749808,Scheduled maintenance and emergency repair,1376172,0,0,0
6,42,6181344,1554480,2743200,5029200,,4722876,1554480,2743200,5029200,,-1458468,0,0,0
6,43,6181344,1554480,2743200,384048,,4722876,1554480,2743200,384048,,-1458468,0,0,0
6,44,6272784,1609344,2560320,329184,Project Management,4814316,1609344,2560320,329184,Project Management,-1458468,0,0,0
6,45,6291072,2331720,64008,64008,,6062472,2331720,64008,64008,,-228600,0,0,0
6,46,6428232,2057400,2395728,749808,Planning & scheduling per roll-out schedule,4896612,2057400,2395728,749808,Planning & scheduling per roll-out schedule,-1531620,0,0,0
6,47,6291072,3081528,64008,64008,,6062472,3081528,64008,64008,,-228600,0,0,0
6,48,6428232,2807208,2395728,749808,Risk management and materials ordering,4896612,2807208,2395728,749808,Risk management and materials ordering,-1531620,0,0,0
6,49,6291072,3831336,64008,64008,,6062472,3831336,64008,64008,,-228600,0,0,0
6,50,6428232,3557016,2395728,749808,Health & safety compliance and QA,4896612,3557016,2395728,749808,Health & safety compliance and QA,-1531620,0,0,0
6,51,6291072,4581144,64008,64008,,6062472,4581144,64008,64008,,-228600,0,0,0
6,52,6428232,4306824,2395728,749808,Documentation and milestone reporting,4896612,4306824,2395728,749808,Documentation and milestone reporting,-1531620,0,0,0
6,53,6291072,5330952,64008,64008,,6062472,5330952,64008,64008,,-228600,0,0,0
6,54,6428232,5056632,2395728,749808,Cost control and progress reporting,4896612,5056632,2395728,749808,Cost control and progress reporting,-1531620,0,0,0
6,55,6291072,6080760,64008,64008,,6062472,6080760,64008,64008,,-228600,0,0,0
6,56,6428232,5806440,2395728,749808,Inventory management and coordination,4896612,5806440,2395728,749808,Inventory management and coordination,-1531620,0,0,0
6,57,9089136,1554480,2743200,5029200,,4722876,1554480,2743200,5029200,,-4366260,0,0,0
6,58,9089136,1554480,2743200,384048,,4722876,1554480,2743200,384048,,-4366260,0,0,0
6,59,9180576,1609344,2560320,329184,Technical Specializations,4814316,1609344,2560320,329184,Technical Specializations,-4366260,0,0,0
6,60,9198864,2331720,64008,64008,,6062472,2331720,64008,64008,,-3136392,0,0,0
6,61,9336024,2057400,2395728,749808,"Microwave installation, testing, relocation",4896612,2057400,2395728,749808,"Microwave installation, testing, relocation",-4439412,0,0,0
6,62,9198864,3081528,64008,64008,,6062472,3081528,64008,64008,,-3136392,0,0,0
6,63,9336024,2807208,2395728,749808,Transmission line testing & optimization,4896612,2807208,2395728,749808,Transmission line testing & optimization,-4439412,0,0,0
6,64,9198864,3831336,64008,64008,,6062472,3831336,64008,64008,,-3136392,0,0,0
6,65,9336024,3557016,2395728,749808,WIFI coverage predictions & frequency planning,4896612,3557016,2395728,749808,WIFI coverage predictions & frequency planning,-4439412,0,0,0
6,66,9198864,4581144,64008,64008,,6062472,4581144,64008,64008,,-3136392,0,0,0
6,67,9336024,4306824,2395728,749808,"CAT 6 cable supply, laying and termination",4896612,4306824,2395728,749808,"CAT 6 cable supply, laying and termination",-4439412,0,0,0
6,68,9198864,5330952,64008,64008,,6062472,5330952,64008,64008,,-3136392,0,0,0
6,69,9336024,5056632,2395728,749808,Post-commissioning walk testing,4896612,5056632,2395728,749808,Post-commissioning walk testing,-4439412,0,0,0
6,70,9198864,6080760,64008,64008,,6062472,6080760,64008,64008,,-3136392,0,0,0
6,71,9336024,5806440,2395728,749808,RF optimization — cluster testing (ATP),4896612,5806440,2395728,749808,RF optimization — cluster testing (ATP),-4439412,0,0,0
7,1,0,0,12188952,6858000,,0,0,12188952,6858000,,0,0,0,0
7,2,0,0,12188952,594360,,0,0,12188952,594360,,0,0,0,0
7,3,0,594360,12188952,50292,,0,594360,12188952,50292,,0,0,0,0
7,4,365760,109728,3657600,411480,Naresh & Co,4265676,109728,3657600,411480,Naresh & Co,3899916,0,0,0
7,5,4023360,128016,7132320,365760,Telecommunication Infrastructure Solutions,2528316,128016,7132320,365760,Telecommunication Infrastructure Solutions,-1495044,0,0,0
7,6,0,6446520,12188952,411480,,0,6446520,12188952,411480,,0,0,0,0
7,7,0,6437376,12188952,45720,,0,6437376,12188952,45720,,0,0,0,0
7,8,274320,6501384,10058400,320040,"718/3, T.H Road, Thiruvottiyur, Chennai 600019  |  +91 98840 56221  |  nareshandco@yahoo.com",1065276,6501384,10058400,320040,"718/3, T.H Road, Thiruvottiyur, Chennai 600019  |  +91 98840 56221  |  nareshandco@yahoo.com",790956,0,0,0
7,9,11503152,6501384,502920,320040,Page 7,5843016,6501384,502920,320040,Page 7,-5660136,0,0,0
7,10,365760,685800,73152,594360,,6057900,685800,73152,594360,,5692140,0,0,0
7,11,530352,685800,8229600,594360,Our Valued Customers,1979676,685800,8229600,594360,Our Valued Customers,1449324,0,0,0
7,12,365760,1508760,11457432,1078992,,365760,1508760,11457432,1078992,,0,0,0,0
7,13,365760,1508760,11457432,45720,,365760,1508760,11457432,45720,,0,0,0,0
7,14,9601200,1600200,2011680,347472,,5088636,1600200,2011680,347472,,-4512564,0,0,0
7,15,9601200,1618488,2011680,320040,Pan India,5088636,1618488,2011680,320040,Pan India,-4512564,0,0,0
7,16,502920,1581912,8961120,384048,Bharti Airtel Ltd,1613916,1581912,8961120,384048,Bharti Airtel Ltd,1110996,0,0,0
7,17,502920,2002536,10972800,548640,"I&C of IBS for Chennai and multiple cities. Micro Sites deployment, Pole erection, civil works, electrical works, Equipment I&C, Site Survey, Test Drive and IWAN implementation nationwide.",608076,2002536,10972800,548640,"I&C of IBS for Chennai and multiple cities. Micro Sites deployment, Pole erection, civil works, electrical works, Equipment I&C, Site Survey, Test Drive and IWAN implementation nationwide.",105156,0,0,0
7,18,365760,2734056,11457432,1078992,,365760,2734056,11457432,1078992,,0,0,0,0
7,19,365760,2734056,11457432,45720,,365760,2734056,11457432,45720,,0,0,0,0
7,20,9601200,2825496,2011680,347472,,5088636,2825496,2011680,347472,,-4512564,0,0,0
7,21,9601200,2843784,2011680,320040,3G/4G/MW,5088636,2843784,2011680,320040,3G/4G/MW,-4512564,0,0,0
7,22,502920,2807208,8961120,384048,Huawei Telecommunications India Pvt Ltd,1613916,2807208,8961120,384048,Huawei Telecommunications India Pvt Ltd,1110996,0,0,0
7,23,502920,3227832,10972800,548640,"3G/4G Installation and Commissioning, Integration, MW I&C, Traffic Migration, MSAN Equipment Installation and Live Traffic Migration.",608076,3227832,10972800,548640,"3G/4G Installation and Commissioning, Integration, MW I&C, Traffic Migration, MSAN Equipment Installation and Live Traffic Migration.",105156,0,0,0
7,24,365760,3959352,11457432,1078992,,365760,3959352,11457432,1078992,,0,0,0,0
7,25,365760,3959352,11457432,45720,,365760,3959352,11457432,45720,,0,0,0,0
7,26,9601200,4050792,2011680,347472,,5088636,4050792,2011680,347472,,-4512564,0,0,0
7,27,9601200,4069080,2011680,320040,WIFI,5088636,4069080,2011680,320040,WIFI,-4512564,0,0,0
7,28,502920,4032504,8961120,384048,Tech Mahindra Ltd,1613916,4032504,8961120,384048,Tech Mahindra Ltd,1110996,0,0,0
7,29,502920,4453128,10972800,548640,WIFI Design and Deployment services across multiple locations throughout India.,608076,4453128,10972800,548640,WIFI Design and Deployment services across multiple locations throughout India.,105156,0,0,0
7,30,365760,5184648,11457432,1078992,,365760,5184648,11457432,1078992,,0,0,0,0
7,31,365760,5184648,11457432,45720,,365760,5184648,11457432,45720,,0,0,0,0
7,32,9601200,5276088,2011680,347472,,5088636,5276088,2011680,347472,,-4512564,0,0,0
7,33,9601200,5294376,2011680,320040,Networking,5088636,5294376,2011680,320040,Networking,-4512564,0,0,0
7,34,502920,5257800,8961120,384048,Data Dimension,1613916,5257800,8961120,384048,Data Dimension,1110996,0,0,0
7,35,502920,5678424,10972800,548640,Cisco MUX installation and commissioning services.,608076,5678424,10972800,548640,Cisco MUX installation and commissioning services.,105156,0,0,0
7,36,0,5897880,12188952,36576,,0,5897880,12188952,36576,,0,0,0,0
7,37,365760,5961888,5486400,347472,WHY CHOOSE NARESH & CO,3351276,5961888,5486400,347472,WHY CHOOSE NARESH & CO,2985516,0,0,0
7,38,365760,6355080,1828800,347472,,5180076,6355080,1828800,347472,,4814316,0,0,0
7,39,438912,6382512,1737360,320040,✓ ISO 9001:2015 Certified,5225796,6382512,1737360,320040,✓ ISO 9001:2015 Certified,4786884,0,0,0
7,40,2331720,6355080,1828800,347472,,5180076,6355080,1828800,347472,,2848356,0,0,0
7,41,2404872,6382512,1737360,320040,✓ Pan India Operations,5225796,6382512,1737360,320040,✓ Pan India Operations,2820924,0,0,0
7,42,4297680,6355080,1828800,347472,,5180076,6355080,1828800,347472,,882396,0,0,0
7,43,4370832,6382512,1737360,320040,✓ International Reach,5225796,6382512,1737360,320040,✓ International Reach,854964,0,0,0
7,44,6263640,6355080,1828800,347472,,5180076,6355080,1828800,347472,,-1083564,0,0,0
7,45,6336792,6382512,1737360,320040,✓ In-House Manufacturing,5225796,6382512,1737360,320040,✓ In-House Manufacturing,-1110996,0,0,0
7,46,8229600,6355080,1828800,347472,,5180076,6355080,1828800,347472,,-3049524,0,0,0
7,47,8302752,6382512,1737360,320040,✓ 55m Tower Expertise,5225796,6382512,1737360,320040,✓ 55m Tower Expertise,-3076956,0,0,0
7,48,10195560,6355080,1828800,347472,,5180076,6355080,1828800,347472,,-5015484,0,0,0
7,49,10268712,6382512,1737360,320040,✓ End-to-End Solutions,5225796,6382512,1737360,320040,✓ End-to-End Solutions,-5042916,0,0,0
8,1,0,0,12188952,6858000,,0,0,12188952,6858000,,0,0,0,0
8,2,6858000,0,5330952,6355080,,3429000,0,5330952,6355080,,-3429000,0,0,0
8,3,0,6355080,12188952,502920,,0,6355080,12188952,502920,,0,0,0,0
8,4,0,6309360,12188952,73152,,0,6309360,12188952,73152,,0,0,0,0
8,5,0,0,12188952,73152,,0,0,12188952,73152,,0,0,0,0
8,6,457200,594360,6400800,841248,CONTACT US,2894076,594360,6400800,841248,CONTACT US,2436876,0,0,0
8,7,457200,1481328,6217920,475488,Get in touch for your telecom infrastructure needs,2985516,1481328,6217920,475488,Get in touch for your telecom infrastructure needs,2528316,0,0,0
8,8,457200,2084831,2743200,347472,Email,4722876,2084831,2743200,347472,Email,4265676,0,0,0
8,9,457200,2450591,6126480,347472,nareshandco@yahoo.com,3031236,2450591,6126480,347472,nareshandco@yahoo.com,2574036,0,0,0
8,10,457200,2779775,6126480,347472,sivam@nareshandco.co.in,3031236,2779775,6126480,347472,sivam@nareshandco.co.in,2574036,0,0,0
8,11,457200,3108959,6126480,347472,muthazhagupandian@nareshandco.co.in,3031236,3108959,6126480,347472,muthazhagupandian@nareshandco.co.in,2574036,0,0,0
8,12,457200,3712463,2743200,347472,Phone,4722876,3712463,2743200,347472,Phone,4265676,0,0,0
8,13,457200,4078223,6126480,347472,+91 98840 56221,3031236,4078223,6126480,347472,+91 98840 56221,2574036,0,0,0
8,14,457200,4407407,6126480,347472,+91 72990 25588,3031236,4407407,6126480,347472,+91 72990 25588,2574036,0,0,0
8,15,457200,4736591,6126480,347472,044 – 25726411,3031236,4736591,6126480,347472,044 – 25726411,2574036,0,0,0
8,16,457200,5065775,6126480,347472,Sivam (Director),3031236,5065775,6126480,347472,Sivam (Director),2574036,0,0,0
8,17,457200,5669279,2743200,347472,Address,4722876,5669279,2743200,347472,Address,4265676,0,0,0
8,18,457200,6035039,6126480,347472,"718/3, T.H Road",3031236,6035039,6126480,347472,"718/3, T.H Road",2574036,0,0,0
8,19,457200,6364223,6126480,347472,"Thiruvottiyur, Chennai 600019",3031236,6364223,6126480,347472,"Thiruvottiyur, Chennai 600019",2574036,0,0,0
8,20,457200,6693407,6126480,347472,"Tamil Nadu, India",3031236,6693407,6126480,347472,"Tamil Nadu, India",2574036,0,0,0
8,21,7223760,530352,4572000,475488,Quick Facts,3808476,530352,4572000,475488,Quick Facts,-3415284,0,0,0
8,22,7223760,1143000,4617720,658368,,3785616,1143000,4617720,658368,,-3438144,0,0,0
8,23,7360920,1197864,2011680,292608,GST,5088636,1197864,2011680,292608,GST,-2272284,0,0,0
8,24,9235440,1197864,2560320,548640,33ANLPS8411K2ZL,4814316,1197864,2560320,548640,33ANLPS8411K2ZL,-4421124,0,0,0
8,25,7223760,1874520,4617720,658368,,3785616,1874520,4617720,658368,,-3438144,0,0,0
8,26,7360920,1929384,2011680,292608,Website,5088636,1929384,2011680,292608,Website,-2272284,0,0,0
8,27,9235440,1929384,2560320,548640,www.nareshandco.co.in,4814316,1929384,2560320,548640,www.nareshandco.co.in,-4421124,0,0,0
8,28,7223760,2606040,4617720,658368,,3785616,2606040,4617720,658368,,-3438144,0,0,0
8,29,7360920,2660904,2011680,292608,Certification,5088636,2660904,2011680,292608,Certification,-2272284,0,0,0
8,30,9235440,2660904,2560320,548640,ISO 9001:2015,4814316,2660904,2560320,548640,ISO 9001:2015,-4421124,0,0,0
8,31,7223760,3337560,4617720,658368,,3785616,3337560,4617720,658368,,-3438144,0,0,0
8,32,7360920,3392424,2011680,292608,Operations,5088636,3392424,2011680,292608,Operations,-2272284,0,0,0
8,33,9235440,3392424,2560320,548640,Pan India + International,4814316,3392424,2560320,548640,Pan India + International,-4421124,0,0,0
8,34,7223760,4069080,4617720,658368,,3785616,4069080,4617720,658368,,-3438144,0,0,0
8,35,7360920,4123944,2011680,292608,Max Tower,5088636,4123944,2011680,292608,Max Tower,-2272284,0,0,0
8,36,9235440,4123944,2560320,548640,55 Metres,4814316,4123944,2560320,548640,55 Metres,-4421124,0,0,0
8,37,7223760,4800600,4617720,658368,,3785616,4800600,4617720,658368,,-3438144,0,0,0
8,38,7360920,4855464,2011680,292608,City,5088636,4855464,2011680,292608,City,-2272284,0,0,0
8,39,9235440,4855464,2560320,548640,"Chennai, Tamil Nadu",4814316,4855464,2560320,548640,"Chennai, Tamil Nadu",-4421124,0,0,0
8,40,365760,6428232,8229600,347472,© 2026 Naresh & Co. All rights reserved.  |  ISO 9001:2015 Certified,1979676,6428232,8229600,347472,© 2026 Naresh & Co. All rights reserved.  |  ISO 9001:2015 Certified,1613916,0,0,0
